collision_index,collision_year,collision_ref_no,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,collision_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,local_authority_highway_current,first_road_class,first_road_number,road_type,speed_limit,junction_detail_historic,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control_historic,pedestrian_crossing_physical_facilities_historic,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards_historic,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,enhanced_severity_collision,collision_injury_based,collision_adjusted_severity_serious,collision_adjusted_severity_slight,year,month,month_name,day,weekday,quarter,hour,time_bucket,is_weekend
2022401205810,2022,401205810,507826.0,223392.0,-0.434293,51.898653,40,3,3,1,2022-07-29,6,1900-01-01 05:32:00,-1,E06000032,E06000032,E06000032,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01015782,3,1,0.0,1.0,2022,7,July,29,Friday,3,5,Morning,False
2025211636808,2025,211636808,422935.0,321207.0,-1.66136,52.78795,21,3,2,3,2025-09-03,4,1900-01-01 12:30:00,-1,E07000193,E10000028,E10000028,4,5018,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01029416,3,1,0.0,1.0,2025,9,September,3,Wednesday,3,12,Afternoon,False
2025041635009,2025,041635009,376152.0,427767.0,-2.36309,53.74573,4,2,1,1,2025-08-29,6,1900-01-01 17:35:00,-1,E07000120,E10000017,E10000017,6,0,6,20,-1,19,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01025037,5,1,1.0,0.0,2025,8,August,29,Friday,3,17,Evening,False
2022552200635,2022,552200635,411985.0,92158.0,-1.831557,50.728921,55,3,2,1,2022-05-27,6,1900-01-01 15:21:00,-1,E06000058,E06000058,E06000058,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01015273,-1,0,0.13236,0.86764,2022,5,May,27,Friday,2,15,Afternoon,False
2025401550211,2025,401550211,507861.0,219811.0,-0.4349,51.86646,40,3,3,1,2025-01-15,4,1900-01-01 15:39:00,-1,E06000032,E06000032,E06000032,6,0,3,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01015732,3,1,0.0,1.0,2025,1,January,15,Wednesday,1,15,Afternoon,False
2025311563489,2025,311563489,457074.0,345548.0,-1.15093,53.00422,31,2,2,1,2025-03-11,3,1900-01-01 08:42:00,-1,E06000018,E06000018,E06000018,6,0,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01032621,5,1,1.0,0.0,2025,3,March,11,Tuesday,1,8,Morning,False
2025221544953,2025,221544953,401969.0,238806.0,-1.9727,52.04764,22,3,2,2,2025-01-21,3,1900-01-01 07:20:00,-1,E07000238,E10000034,E10000034,3,46,6,60,-1,0,-1,0,-1,-1,-1,0,1,1,2,-1,-1,0,2,1,1,E01032374,3,1,0.0,1.0,2025,1,January,21,Tuesday,1,7,Morning,False
2022201161327,2022,201161327,396412.0,298363.0,-2.054386,52.583065,20,2,1,1,2022-03-09,4,1900-01-01 11:52:00,-1,E08000030,E08000030,E08000030,4,4484,6,30,2,0,4,4,4464,0,8,17,1,1,1,0,0,0,1,1,2,E01010404,7,1,1.0,0.0,2022,3,March,9,Wednesday,1,11,Morning,False
2024552400305,2024,552400305,402667.0,92125.0,-1.96358,50.72874,55,3,3,1,2024-03-07,5,1900-01-01 07:47:00,-1,E06000058,E06000058,E06000058,4,3068,6,30,3,13,4,6,0,0,0,0,1,1,1,0,7,20,1,1,2,E01015456,-1,0,0.00741,0.99259,2024,3,March,7,Thursday,1,7,Morning,False
2022041182285,2022,041182285,379899.0,420993.0,-2.305828,53.685003,4,3,2,1,2022-03-14,2,1900-01-01 19:00:00,-1,E07000125,E10000017,E10000017,3,56,3,50,0,0,-1,0,-1,0,0,0,6,1,1,0,0,0,2,2,1,E01025384,3,1,0.0,1.0,2022,3,March,14,Monday,1,19,Evening,False
2021070080489,2021,070080489,392221.0,384575.0,-2.118342,53.358012,7,3,1,1,2021-02-06,7,1900-01-01 17:28:00,-1,E06000049,E06000049,E06000049,3,523,6,30,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,1,2,E01018664,-1,0,0.06755,0.93245,2021,2,February,6,Saturday,1,17,Evening,True
2025201585386,2025,201585386,401411.0,296851.0,-1.98061,52.56948,20,2,2,2,2025-05-03,7,1900-01-01 12:34:00,-1,E08000030,E08000030,E08000030,6,0,6,20,-1,16,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01010344,5,1,1.0,0.0,2025,5,May,3,Saturday,2,12,Afternoon,True
2025052500524,2025,052500524,352424.0,393637.0,-2.71763,53.43735,5,3,2,1,2025-02-15,7,1900-01-01 17:20:00,-1,E08000013,E08000013,E08000013,6,0,6,20,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01006846,-1,0,0.13495,0.86505,2025,2,February,15,Saturday,1,17,Evening,True
2024010529238,2024,010529238,510809.0,172121.0,-0.4072,51.43726,1,3,2,1,2024-08-28,4,1900-01-01 16:05:00,-1,E09000018,E09000018,E09000018,6,0,1,30,1,0,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01002615,-1,0,0.0,1.0,2024,8,August,28,Wednesday,3,16,Afternoon,False
2024010524105,2024,010524105,546309.0,175882.0,0.10476,51.46301,1,3,1,1,2024-07-28,1,1900-01-01 00:47:00,-1,E09000004,E09000004,E09000004,3,207,6,30,9,19,4,6,0,0,4,14,4,1,1,0,0,0,1,1,2,E01000414,-1,0,0.0,1.0,2024,7,July,28,Sunday,3,0,Night,True
2022351248013,2022,351248013,517466.0,292291.0,-0.270374,52.515856,35,3,1,1,2022-06-19,1,1900-01-01 15:42:00,-1,E07000011,E10000003,E10000003,3,15,6,40,6,16,2,4,1091,0,4,14,1,1,1,0,0,0,2,1,2,E01018216,3,1,0.0,1.0,2022,6,June,19,Sunday,2,15,Afternoon,True
2021161075656,2021,161075656,511687.0,429892.0,-0.3076,53.753454,16,3,2,1,2021-08-07,7,1900-01-01 14:10:00,-1,E06000010,E06000010,E06000010,6,0,6,30,6,16,4,6,0,0,1,13,1,1,1,0,0,0,1,1,2,E01012900,3,1,0.0,1.0,2021,8,August,7,Saturday,3,14,Afternoon,True
2021122101250,2021,122101250,469029.0,451128.0,-0.949646,53.951673,12,3,3,1,2021-10-26,3,1900-01-01 09:00:00,-1,E06000014,E06000014,E06000014,3,1079,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01013351,-1,0,0.01615,0.98385,2021,10,October,26,Tuesday,4,9,Morning,False
2022361165511,2022,361165511,651590.0,304342.0,1.71199,52.578637,36,3,2,9,2022-04-07,5,1900-01-01 14:35:00,-1,E07000145,E10000020,E10000020,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01026603,3,1,0.0,1.0,2022,4,April,7,Thursday,2,14,Afternoon,False
2023440204692,2023,440204692,470130.0,123972.0,-1.001724,51.010866,44,1,2,1,2023-05-24,4,1900-01-01 07:26:00,-1,E07000085,E10000014,E10000014,3,272,6,40,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01022592,-1,0,0.0,0.0,2023,5,May,24,Wednesday,2,7,Morning,False
2024351401974,2024,351401974,539994.0,247490.0,0.04278,52.10803,35,2,2,1,2024-01-10,4,1900-01-01 08:57:00,-1,E07000012,E10000003,E10000003,3,10,6,50,-1,16,4,6,0,-1,-1,0,1,1,4,-1,-1,0,2,1,2,E01018270,7,1,1.0,0.0,2024,1,January,10,Wednesday,1,8,Morning,False
2022332200413,2022,332200413,459030.0,305210.0,-1.129066,52.641432,33,2,1,1,2022-05-21,7,1900-01-01 03:05:00,-1,E06000016,E06000016,E06000016,3,607,3,30,1,0,2,3,594,0,5,15,4,1,1,0,0,0,1,1,2,E01013754,-1,0,1.0,0.0,2022,5,May,21,Saturday,2,3,Night,True
2024131501585,2024,131501585,419206.0,430189.0,-1.71011,53.7677,13,3,2,1,2024-10-08,3,1900-01-01 07:44:00,-1,E08000032,E08000032,E08000032,3,650,6,30,-1,13,4,6,0,-1,-1,14,1,7,2,-1,-1,0,1,1,2,E01010814,3,1,0.0,1.0,2024,10,October,8,Tuesday,4,7,Morning,False
2022471183316,2022,471183316,549471.0,99412.0,0.118572,50.775037,47,3,2,2,2022-05-31,3,1900-01-01 12:27:00,-1,E07000063,E10000011,E10000011,3,259,6,30,0,0,-1,0,-1,0,0,0,1,4,1,0,0,0,1,1,2,E01021080,3,1,0.0,1.0,2022,5,May,31,Tuesday,2,12,Afternoon,False
2025302500681,2025,302500681,437831.0,373479.0,-1.43439,53.25698,30,3,2,3,2025-03-22,7,1900-01-01 17:59:00,-1,E07000034,E10000007,E10000007,6,0,6,30,-1,16,4,6,0,-1,-1,0,1,2,2,-1,-1,0,1,1,2,E01019571,3,1,0.0,1.0,2025,3,March,22,Saturday,1,17,Evening,True
2023010456622,2023,010456622,521281.0,174438.0,-0.25582,51.455942,1,2,2,1,2023-07-22,7,1900-01-01 10:02:00,-1,E09000032,E09000032,E09000032,6,0,6,20,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01004576,-1,0,1.0,0.0,2023,7,July,22,Saturday,3,10,Morning,True
2024010545230,2024,010545230,536704.0,169274.0,-0.03596,51.40602,1,3,3,1,2024-11-23,7,1900-01-01 19:49:00,-1,E09000006,E09000006,E09000006,6,0,6,30,3,13,4,6,0,0,0,0,4,2,2,0,0,0,1,1,2,E01000703,-1,0,0.0,1.0,2024,11,November,23,Saturday,4,19,Evening,True
2024131444255,2024,131444255,415280.0,438219.0,-1.76927,53.84,13,3,2,1,2024-05-17,6,1900-01-01 19:39:00,-1,E08000032,E08000032,E08000032,4,6151,6,30,-1,13,2,3,6038,-1,-1,12,1,1,1,-1,-1,0,1,1,2,E01010571,3,1,0.0,1.0,2024,5,May,17,Friday,2,19,Evening,False
2023010484123,2023,010484123,547436.0,186906.0,0.125578,51.561769,1,3,1,1,2023-12-12,3,1900-01-01 16:30:00,-1,E09000002,E09000002,E09000002,3,1083,6,30,3,13,4,6,0,9,9,99,1,9,9,9,9,99,1,3,2,E01000097,-1,0,0.0,1.0,2023,12,December,12,Tuesday,4,16,Afternoon,False
2022131212677,2022,131212677,420855.0,434672.0,-1.68479,53.807928,13,3,3,1,2022-08-25,5,1900-01-01 16:25:00,-1,E08000035,E08000035,E08000035,3,6120,6,60,0,0,-1,0,-1,0,0,0,1,1,1,4,0,13,1,1,2,E01011595,3,1,0.0,1.0,2022,8,August,25,Thursday,3,16,Afternoon,False
2023010429682,2023,010429682,539081.0,184471.0,0.004165,51.542009,1,3,1,1,2023-02-01,4,1900-01-01 14:15:00,-1,E09000025,E09000025,E09000025,3,11,6,20,3,13,2,3,118,9,9,99,1,9,9,9,9,99,1,3,2,E01003618,-1,0,0.0,1.0,2023,2,February,1,Wednesday,1,14,Afternoon,False
2024501463559,2024,501463559,245896.0,109167.0,-4.19106,50.86142,50,3,2,1,2024-07-04,5,1900-01-01 12:15:00,-1,E07000046,E10000008,E10000008,6,0,6,60,-1,17,4,6,0,-1,-1,0,1,1,1,-1,-1,0,2,1,2,E01020287,3,1,0.0,1.0,2024,7,July,4,Thursday,3,12,Afternoon,False
2022070098194,2022,070098194,350987.0,382364.0,-2.737506,53.335901,7,3,2,1,2022-02-09,4,1900-01-01 18:40:00,-1,E06000006,E06000006,E06000006,6,0,6,30,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,2,2,E01012428,-1,0,0.09212,0.90788,2022,2,February,9,Wednesday,1,18,Evening,False
2022141150607,2022,141150607,439634.0,387636.0,-1.405598,53.384091,14,3,2,1,2022-03-05,7,1900-01-01 20:00:00,-1,E08000019,E08000019,E08000039,4,6200,6,30,3,13,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01007907,3,1,0.0,1.0,2022,3,March,5,Saturday,1,20,Evening,True
2021522101083,2021,522101083,355845.0,179241.0,-2.637646,51.51036,52,3,2,1,2021-03-06,7,1900-01-01 07:50:00,-1,E06000023,E06000023,E06000023,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,E01032516,-1,0,0.13759,0.86241,2021,3,March,6,Saturday,1,7,Morning,True
2022201216502,2022,201216502,405128.0,292608.0,-1.925837,52.531318,20,3,2,1,2022-01-18,3,1900-01-01 15:30:00,-1,E08000025,E08000025,E08000025,6,0,6,30,8,18,4,6,0,0,0,0,1,4,2,0,0,0,1,2,2,E01009237,3,1,0.0,1.0,2022,1,January,18,Tuesday,1,15,Afternoon,False
2022041215643,2022,041215643,332178.0,437296.0,-3.031881,53.827486,4,2,2,1,2022-09-05,2,1900-01-01 12:10:00,-1,E06000009,E06000009,E06000009,3,586,3,30,1,0,4,3,586,0,1,13,1,1,1,0,0,0,1,1,2,E01012709,6,1,1.0,0.0,2022,9,September,5,Monday,3,12,Afternoon,False
2021501097039,2021,501097039,136767.0,26627.0,-5.680946,50.081314,50,3,1,1,2021-09-16,5,1900-01-01 15:25:00,-1,E06000052,E06000052,E06000052,3,30,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01019005,3,1,0.0,1.0,2021,9,September,16,Thursday,3,15,Afternoon,False
2024010514949,2024,010514949,542346.0,179026.0,0.04902,51.49227,1,2,2,1,2024-06-07,6,1900-01-01 15:43:00,-1,E09000011,E09000011,E09000011,3,206,3,20,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01034173,-1,0,1.0,0.0,2024,6,June,7,Friday,2,15,Afternoon,False
2022302200197,2022,302200197,431840.0,318321.0,-1.529605,52.761562,30,3,2,1,2022-01-28,6,1900-01-01 21:25:00,-1,E07000039,E10000007,E10000007,6,0,6,30,3,13,4,6,0,0,0,0,4,1,1,0,0,0,2,1,2,E01019883,-1,0,0.07469,0.92531,2022,1,January,28,Friday,1,21,Night,False
2022211254528,2022,211254528,383602.0,289645.0,-2.243009,52.504454,21,2,1,1,2022-12-15,5,1900-01-01 19:25:00,-1,E07000196,E10000028,E10000028,6,0,6,60,0,0,-1,0,-1,0,0,0,6,1,4,0,0,0,2,1,2,E01029667,5,1,1.0,0.0,2022,12,December,15,Thursday,4,19,Evening,False
2025010599675,2025,010599675,527111.0,175146.0,-0.1717,51.46102,1,2,2,1,2025-09-24,4,1900-01-01 17:44:00,-1,E09000032,E09000032,E09000032,5,0,6,20,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01004553,5,1,1.0,0.0,2025,9,September,24,Wednesday,3,17,Evening,False
2025991688688,2025,991688688,260560.0,663039.0,-4.22831,55.84036,99,3,2,1,2025-12-28,1,1900-01-01 16:20:00,-1,S12000049,S12000049,S12000049,3,728,6,30,-1,17,2,6,0,-1,-1,15,4,1,1,-1,-1,0,1,1,-1,-1,3,1,0.0,1.0,2025,12,December,28,Sunday,4,16,Afternoon,True
202234WNC7892,2022,34WNC7892,475345.0,261102.0,-0.897936,52.242958,34,3,2,1,2022-11-07,2,1900-01-01 11:17:00,-1,E06000062,E06000062,E06000062,3,508,3,30,6,16,2,3,428,0,0,0,1,1,1,0,0,0,1,3,2,E01027153,-1,0,0.0,1.0,2022,11,November,7,Monday,4,11,Morning,False
2025201675975,2025,201675975,395084.0,288969.0,-2.07384,52.4986,20,3,2,1,2025-11-26,4,1900-01-01 03:54:00,-1,E08000027,E08000027,E08000027,6,0,6,30,-1,0,-1,0,-1,-1,-1,0,4,1,4,-1,-1,0,1,1,2,E01009890,3,1,0.0,1.0,2025,11,November,26,Wednesday,4,3,Night,False
2021991041742,2021,991041742,334190.0,672674.0,-3.055202,55.942582,99,3,2,2,2021-05-04,3,1900-01-01 09:30:00,-1,S12000010,S12000010,S12000010,3,199,6,30,9,19,4,6,0,0,0,0,1,2,2,0,0,0,1,1,-1,-1,3,1,0.0,1.0,2021,5,May,4,Tuesday,2,9,Morning,False
2025501576534,2025,501576534,291145.0,83786.0,-3.5409,50.64356,50,3,2,1,2025-04-09,4,1900-01-01 09:56:00,-1,E07000045,E10000008,E10000008,3,380,3,70,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,2,1,2,E01020241,3,1,0.0,1.0,2025,4,April,9,Wednesday,2,9,Morning,False
2022010357639,2022,010357639,533913.0,175321.0,-0.073782,51.461032,1,3,2,1,2022-01-30,1,1900-01-01 14:50:00,-1,E09000028,E09000028,E09000028,3,2214,6,20,3,13,4,6,0,0,1,13,1,1,1,0,0,0,1,1,2,E01003953,-1,0,0.0,1.0,2022,1,January,30,Sunday,1,14,Afternoon,True
202560C107202,2025,60C107202,241008.0,368534.0,-4.38115,53.19006,60,2,1,1,2025-07-15,3,1900-01-01 19:12:00,-1,W06000001,W06000001,W06000001,3,4080,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,-1,W01000007,-1,0,1.0,0.0,2025,7,July,15,Tuesday,3,19,Evening,False
2025371548495,2025,371548495,586331.0,263047.0,0.72721,52.23408,37,3,2,1,2025-01-14,3,1900-01-01 13:06:00,-1,E07000245,E10000029,E10000029,3,134,6,30,-1,13,-1,6,0,-1,-1,-1,1,1,1,-1,-1,0,1,3,2,E01030144,3,1,0.0,1.0,2025,1,January,14,Tuesday,1,13,Afternoon,False
2024061415063,2024,061415063,379706.0,389622.0,-2.3067,53.40302,6,3,3,2,2024-02-27,3,1900-01-01 14:37:00,-1,E08000003,E08000003,E08000003,6,0,6,20,-1,0,-1,6,0,-1,-1,12,1,1,1,-1,-1,0,1,1,2,E01005114,3,1,0.0,1.0,2024,2,February,27,Tuesday,1,14,Afternoon,False
2025201644678,2025,201644678,433959.0,280417.0,-1.50208,52.4207,20,2,1,1,2025-09-21,1,1900-01-01 16:15:00,-1,E08000026,E08000026,E08000026,6,0,6,30,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,1,2,2,E01034735,7,1,1.0,0.0,2025,9,September,21,Sunday,3,16,Afternoon,True
2025111551172,2025,111551172,426804.0,542544.0,-1.58482,54.7771,11,3,1,1,2025-02-05,4,1900-01-01 16:35:00,-1,E06000047,E06000047,E06000047,6,0,6,30,-1,19,-1,3,690,-1,-1,0,1,1,1,-1,-1,0,1,3,2,E01020703,3,1,0.0,1.0,2025,2,February,5,Wednesday,1,16,Afternoon,False
2021041095221,2021,041095221,384639.0,435022.0,-2.234764,53.811269,4,2,2,1,2021-10-03,1,1900-01-01 16:24:00,-1,E07000117,E10000017,E10000017,3,682,6,30,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,1,1,2,E01024897,6,1,1.0,0.0,2021,10,October,3,Sunday,4,16,Afternoon,True
2025411558395,2025,411558395,548272.0,215577.0,0.1498,51.81915,41,3,4,1,2025-02-11,3,1900-01-01 11:47:00,-1,E07000242,E10000015,E10000015,3,1184,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01023499,3,1,0.0,1.0,2025,2,February,11,Tuesday,1,11,Morning,False
2021201131950,2021,201131950,405102.0,285943.0,-1.926315,52.471414,20,3,2,1,2021-09-08,4,1900-01-01 12:50:00,-1,E08000025,E08000025,E08000025,4,4532,6,30,8,18,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,E01008988,3,1,0.0,1.0,2021,9,September,8,Wednesday,3,12,Afternoon,False
2024522402219,2024,522402219,357633.0,174328.0,-2.61129,51.46633,52,3,2,1,2024-06-10,2,1900-01-01 20:00:00,-1,E06000023,E06000023,E06000023,3,4018,6,20,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01014560,-1,0,0.32339,0.67661,2024,6,June,10,Monday,2,20,Evening,False
2025061572604,2025,061572604,388330.0,398759.0,-2.17733,53.48542,6,2,1,1,2025-04-02,4,1900-01-01 09:00:00,-1,E08000003,E08000003,E08000003,6,0,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01005093,7,1,1.0,0.0,2025,4,April,2,Wednesday,2,9,Morning,False
2023031378882,2023,031378882,297603.0,518858.0,-3.584782,54.55457,3,3,1,1,2023-11-25,7,1900-01-01 11:19:00,-1,E06000063,E06000063,E06000063,6,0,6,60,3,13,4,6,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,2,E01019260,3,1,0.0,1.0,2023,11,November,25,Saturday,4,11,Morning,True
2021010292745,2021,10292745,537795.0,173889.0,-0.018469,51.447231,1,3,2,1,2021-02-14,1,1900-01-01 12:30:00,-1,E09000023,E09000023,E09000023,3,21,6,20,99,-1,9,6,0,0,5,15,1,1,1,0,0,0,1,3,2,E01003324,-1,0,0.0,1.0,2021,2,February,14,Sunday,1,12,Afternoon,True
2022122200479,2022,122200479,459137.0,451233.0,-1.100328,53.953822,12,3,2,1,2022-03-28,2,1900-01-01 08:08:00,-1,E06000014,E06000014,E06000014,3,59,6,30,3,13,4,6,0,0,4,14,1,1,2,0,0,0,1,1,2,E01013397,-1,0,0.11675,0.88325,2022,3,March,28,Monday,1,8,Morning,False
2021010310493,2021,010310493,532164.0,189186.0,-0.093721,51.586041,1,3,2,1,2021-05-30,1,1900-01-01 20:21:00,-1,E09000014,E09000014,E09000014,3,504,6,30,3,13,4,6,0,0,8,17,1,1,1,0,0,0,1,1,2,E01002048,-1,0,0.0,1.0,2021,5,May,30,Sunday,2,20,Evening,True
2024010549238,2024,010549238,537944.0,190937.0,-0.00968,51.60039,1,3,4,4,2024-12-14,7,1900-01-01 16:59:00,-1,E09000031,E09000031,E09000031,3,406,3,50,5,0,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01004344,-1,0,0.0,1.0,2024,12,December,14,Saturday,4,16,Afternoon,True
2025231605024,2025,231605024,436265.0,291386.0,-1.46698,52.51915,23,3,1,1,2025-06-17,3,1900-01-01 16:37:00,-1,E07000219,E10000031,E10000031,3,444,3,40,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01031119,3,1,0.0,1.0,2025,6,June,17,Tuesday,2,16,Afternoon,False
2024211406151,2024,211406151,399482.0,311214.0,-2.0091,52.6986,21,3,2,1,2024-02-04,1,1900-01-01 09:00:00,-1,E07000192,E10000028,E10000028,3,460,6,30,-1,-1,4,3,460,-1,-1,0,1,1,2,-1,-1,0,1,1,2,E01029393,3,1,0.0,1.0,2024,2,February,4,Sunday,1,9,Morning,True
2025531647150,2025,531647150,389565.0,230931.0,-2.15333,51.97674,53,3,1,1,2025-09-27,7,1900-01-01 09:53:00,-1,E07000083,E10000013,E10000013,3,38,6,40,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,2,1,2,E01022456,3,1,0.0,1.0,2025,9,September,27,Saturday,3,9,Morning,True
2024451436557,2024,451436557,519094.0,156218.0,-0.29338,51.29265,45,3,1,1,2024-04-28,1,1900-01-01 01:10:00,-1,E07000210,E10000030,E10000030,1,25,3,70,-1,0,-1,-1,-1,-1,-1,0,4,1,2,-1,-1,0,2,1,1,E01030554,3,1,0.0,1.0,2024,4,April,28,Sunday,2,1,Night,True
2021211132610,2021,211132610,379790.0,352320.0,-2.303061,53.067749,21,3,2,1,2021-02-20,7,1900-01-01 19:00:00,-1,E07000195,E10000028,E10000028,3,500,1,70,1,0,2,6,0,0,0,0,4,2,2,0,0,0,2,2,1,E01029532,3,1,0.0,1.0,2021,2,February,20,Saturday,1,19,Evening,True
2022161255924,2022,161255924,527591.0,409561.0,-0.07487,53.567154,16,1,2,5,2022-12-20,3,1900-01-01 20:16:00,-1,E06000012,E06000012,E06000012,3,1136,6,30,6,16,2,4,1213,0,5,15,4,2,2,0,0,0,1,1,2,E01013137,1,1,0.0,0.0,2022,12,December,20,Tuesday,4,20,Evening,False
2022061231956,2022,061231956,364807.0,400248.0,-2.531982,53.497748,6,3,1,1,2022-09-22,5,1900-01-01 22:05:00,-1,E08000010,E08000010,E08000010,3,578,1,30,1,0,4,6,0,0,0,0,4,2,2,0,0,0,1,1,2,E01006326,3,1,0.0,1.0,2022,9,September,22,Thursday,3,22,Night,False
2023061274567,2023,061274567,382872.0,403068.0,-2.259823,53.523997,6,3,2,1,2023-02-09,5,1900-01-01 17:05:00,-1,E08000002,E08000002,E08000002,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01005041,3,1,0.0,1.0,2023,2,February,9,Thursday,1,17,Evening,False
2024622400075,2024,622400075,314039.0,181796.0,-3.24056,51.52851,62,3,2,1,2024-02-01,5,1900-01-01 08:49:00,-1,W06000015,W06000015,W06000015,6,0,6,30,3,13,4,3,4054,0,0,0,1,1,1,0,0,0,2,1,-1,W01001893,-1,0,0.01023,0.98977,2024,2,February,1,Thursday,1,8,Morning,False
2022010382655,2022,010382655,525524.0,184675.0,-0.191145,51.547017,1,3,2,1,2022-06-16,5,1900-01-01 11:19:00,-1,E09000007,E09000007,E09000007,4,510,6,30,3,13,4,6,0,0,5,15,1,1,1,0,0,0,1,3,2,E01000973,-1,0,0.0,1.0,2022,6,June,16,Thursday,2,11,Morning,False
2023421331315,2023,421331315,578009.0,188230.0,0.566871,51.56485,42,2,2,3,2023-06-15,5,1900-01-01 08:25:00,-1,E07000069,E10000012,E10000012,3,13,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,3,2,E01021526,7,1,1.0,0.0,2023,6,June,15,Thursday,2,8,Morning,False
2021201150128,2021,201150128,391094.0,298865.0,-2.13288,52.587529,20,2,1,1,2021-12-22,4,1900-01-01 20:00:00,-1,E08000031,E08000031,E08000031,3,4150,3,30,7,17,2,6,0,0,5,15,4,1,2,0,0,0,1,1,2,E01010521,7,1,1.0,0.0,2021,12,December,22,Wednesday,4,20,Evening,False
2021010301084,2021,010301084,526349.0,189330.0,-0.177556,51.588668,1,3,2,1,2021-03-19,6,1900-01-01 19:05:00,-1,E09000003,E09000003,E09000003,6,0,6,30,3,13,4,6,0,0,0,0,7,9,9,0,0,0,1,3,2,E01000183,-1,0,0.0,1.0,2021,3,March,19,Friday,1,19,Evening,False
2022440418044,2022,440418044,469182.0,117417.0,-1.016481,50.952045,44,2,1,1,2022-10-14,6,1900-01-01 12:00:00,-1,E07000085,E10000014,E10000014,6,0,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01022589,-1,0,0.96093,0.03907,2022,10,October,14,Friday,4,12,Afternoon,False
2023421308111,2023,421308111,581243.0,237672.0,0.639282,52.007888,42,2,2,2,2023-05-16,3,1900-01-01 16:43:00,-1,E07000067,E10000012,E10000012,6,0,6,30,0,0,-1,0,-1,0,0,0,1,2,1,0,0,0,2,1,2,E01021398,5,1,1.0,0.0,2023,5,May,16,Tuesday,2,16,Afternoon,False
2022411146034,2022,411146034,523196.0,215206.0,-0.213935,51.821907,41,3,1,3,2022-02-06,1,1900-01-01 08:15:00,-1,E07000241,E10000015,E10000015,2,1,7,70,0,0,-1,0,-1,0,0,0,1,2,2,0,0,0,2,1,1,E01023962,3,1,0.0,1.0,2022,2,February,6,Sunday,1,8,Morning,True
2024320484683,2024,320484683,532675.0,344640.0,-0.02522,52.98269,32,3,1,1,2024-08-11,1,1900-01-01 17:15:00,-1,E07000136,E10000019,E10000019,6,0,6,30,3,13,4,6,0,0,0,0,1,9,1,0,0,0,1,2,2,E01026036,-1,0,0.0896,0.9104,2024,8,August,11,Sunday,3,17,Evening,True
